	source	target	direction	stimulation	inhibition	sources	references
883	P46109	P51692	1	0	0	HPRD;InnateDB;NetPath;Wang	HPRD:10720694;HPRD:11097834;HPRD:9845531;InnateDB:9872990;NetPath:10926930;NetPath:11097834
884	Q9NRP7	P10070	1	1	0	HPRD;NetPath;PhosphoPoint;Wang	HPRD:10806483;NetPath:10806483
885	P12755	P10070	1	0	1	ACSN;HPRD;Lit-BM-17;NetPath	ACSN:11001584;ACSN:12435627;ACSN:15087129;ACSN:16054035;ACSN:16169709;ACSN:16396903;ACSN:16406505;ACSN:16413481;ACSN:16880536;ACSN:17000779;ACSN:19032343;ACSN:19114989;ACSN:19809516;ACSN:20107231;ACSN:20562908;ACSN:21234400;ACSN:9216996;HPRD:12435627;Lit-BM-17:12435627;NetPath:12435627
886	P19838	P35606	1	0	0	Lit-BM-17;NetPath	Lit-BM-17:14743216;Lit-BM-17:21988832;Lit-BM-17:25609649;NetPath:14743216
887	O60271	P19838	1	0	0	HPRD;NetPath	HPRD:14743216;NetPath:14743216
888	P62888	Q00653	1	0	0	HPRD;NetPath;Wang	HPRD:14743216;NetPath:14743216
889	P19838	Q9Y6K9	1	1	0	HPRD;NetPath;Wang	HPRD:14743216;NetPath:14743216
890	Q9Y6K9	P19838	1	1	0	HPRD;NetPath;Wang	HPRD:14743216;NetPath:14743216
891	P62277	Q00653	1	0	0	HPRD;NetPath;Wang	HPRD:14743216;NetPath:14743216
892	Q00653	Q9Y6K9	1	0	0	HPRD;NetPath;Wang	HPRD:14743216;NetPath:14743216
893	Q00653	Q92896	1	0	0	HPRD;NetPath;Wang	HPRD:14743216;NetPath:14743216
894	O14920	Q00653	1	0	0	HPRD;NetPath;PhosphoPoint;Wang	HPRD:14743216;NetPath:14743216
895	O43823	Q04206	1	0	0	HPRD;NetPath;Wang	HPRD:14743216;NetPath:14743216
896	Q04206	Q5VVH5	1	0	0	HPRD;NetPath	HPRD:15485901;NetPath:15485901
897	P14784	P51692	1	0	0	HPRD;NetPath;Wang	HPRD:10602027;NetPath:8631883
898	P14784	P40763	1	1	0	HPRD;NetPath;Wang	HPRD:10602027;NetPath:10602027
899	P46108	P51692	1	0	0	HPRD;NetPath	HPRD:10720694;HPRD:11097834;HPRD:9845531;NetPath:11097834
900	P14921	P51692	1	0	0	HPRD;NetPath	HPRD:10815800;NetPath:10815800
901	P15036	P51692	1	0	0	HPRD;NetPath	HPRD:10815800;NetPath:10815800
902	P04150	P51692	1	0	0	HPRD;NetPath	HPRD:11158330;HPRD:8878484;HPRD:9528750;NetPath:11435608
903	P10275	P30305	1	0	0	HPRD;NetPath;Wang	HPRD:12569365;NetPath:12569365
904	P27797	P10275	1	0	1	HPRD;NetPath;Wang	HPRD:8107809;NetPath:8107809
905	P10275	P49023	1	0	0	HPRD;NetPath;Wang	HPRD:12941817;NetPath:12941817
906	Q9H422	P10275	1	0	0	HPRD;NetPath;PhosphoPoint	HPRD:9725910;NetPath:9725910
907	P10275	Q99873	1	0	0	HPRD;NetPath;Wang	HPRD:11050077;NetPath:11050077
908	P10275	P41252	1	0	0	HPRD;NetPath	HPRD:10669760;NetPath:10669760
909	P10275	P12235	1	0	0	HPRD;NetPath;Wang	HPRD:12039962;NetPath:12039962
910	P10275	Q9UBK9	1	0	0	HPRD;Lit-BM-17;NetPath;Wang	HPRD:11854421;Lit-BM-17:11854421;Lit-BM-17:21730289;Lit-BM-17:23961993;NetPath:11854421
911	P04406	P10275	1	1	0	HPRD;Lit-BM-17;NetPath;Wang	HPRD:8872471;Lit-BM-17:8872471;NetPath:8872471
912	P10275	Q01196	1	0	0	HPRD;NetPath;Wang	HPRD:10521447;NetPath:10521447
913	O75928	P10275	1	0	1	HPRD;InnateDB;NetPath;Wang	HPRD:11117529;HPRD:12177000;HPRD:9920921;InnateDB:12764129;NetPath:9920921
914	P10275	P14859	1	0	0	HPRD;NetPath;Wang	HPRD:10480874;HPRD:11096094;NetPath:11096094
915	P48552	P10275	1	1	0	HPRD;NetPath;Wang	HPRD:9368054;NetPath:9368054
916	P10275	Q9Y4B4	1	0	0	HPRD;Lit-BM-17;NetPath;Wang	HPRD:10961928;Lit-BM-17:16212558;Lit-BM-17:19692572;NetPath:12058073
917	P10275	P63244	1	0	0	HPRD;Lit-BM-17;NetPath;Wang	HPRD:12958311;Lit-BM-17:12958311;NetPath:12958311
918	P09874	P10275	1	0	0	InnateDB;NetPath	InnateDB:17011549;NetPath:15640154
919	P14625	P10275	1	1	0	NetPath;Wang	NetPath:15640154
920	P10275	P12956	1	0	0	HPRD;NetPath	HPRD:15640154;NetPath:15640154
921	P10275	P13010	1	0	0	HPRD;NetPath	HPRD:15640154;NetPath:15640154
922	P10275	P27986	1	1	0	InnateDB;NetPath;Wang	InnateDB:12933816;NetPath:12933816
923	P62136	P10275	1	0	0	NetPath;ProtMapper;Sparser_ProtMapper	NetPath:19622840;ProtMapper:19904813
924	P10275	Q8IZL8	1	0	0	HPRD;NetPath;Wang	HPRD:12415108;NetPath:15466214;NetPath:17192406
925	P35869	P10275	1	1	0	HPRD;NetPath;Wang	HPRD:17392787;NetPath:19815066
926	Q06830	P10275	1	1	0	NetPath;Wang	NetPath:19737972
927	P10275	P30304	1	0	0	HPRD;NetPath	HPRD:19013180;NetPath:19013180
928	P21127	P10275	1	0	0	NetPath;ProtMapper;RLIMS-P_ProtMapper;Wang	NetPath:17698582;ProtMapper:17698582
929	P10275	P30281	1	0	0	NetPath;Wang	NetPath:17698582
930	P10275	Q9NYW8	1	0	0	HPRD;NetPath	HPRD:14664718;NetPath:14664718
931	P10275	Q15233	1	0	0	HPRD;NetPath	HPRD:12810069;NetPath:12810069
932	P15884	P10275	1	0	1	HPRD;NetPath;Wang	HPRD:12799378;NetPath:12799378
933	P55317	P10275	1	0	1	HPRD;IntAct;NetPath;Wang	HPRD:12750453;IntAct:22722839;IntAct:23260764;NetPath:12750453
934	P49841	P10275	1	0	1	HPRD;NetPath;Wang	HPRD:15178691;HPRD:15361837;NetPath:14985354
935	P10275	Q8NF64	1	0	0	Lit-BM-17;NetPath	Lit-BM-17:16051670;NetPath:16051670
936	Q9ULJ6	P10275	1	1	0	HPRD;Lit-BM-17;NetPath;Wang	HPRD:14609956;Lit-BM-17:14609956;NetPath:14609956
937	P10275	Q5THR3	1	0	0	HPRD;NetPath	HPRD:12612053;NetPath:12612053
938	P10275	Q13547	1	0	0	HPRD;NetPath;Wang	HPRD:11994312;NetPath:12612053;NetPath:15640443
939	P10275	Q99497	1	0	1	IntAct;Lit-BM-17;NetPath;Wang	IntAct:17510388;Lit-BM-17:17510388;NetPath:12612053;NetPath:17510388
940	P10275	Q92922	1	1	0	NetPath;Wang	NetPath:15923603
941	Q96EB6	P10275	1	1	0	NetPath;Wang	NetPath:16923962
942	P10275	P16220	1	0	0	NetPath;ProtMapper;REACH_ProtMapper	NetPath:15691881;ProtMapper:28819266
943	Q02790	P10275	1	1	0	NetPath;Wang	NetPath:15831525
944	P40763	Q15788	1	0	0	HPRD;NetPath;Wang	HPRD:11773079;NetPath:11773079;NetPath:15313931
945	P40763	O14512	1	1	0	InnateDB;Lit-BM-17;NetPath;Wang	InnateDB:15677474;Lit-BM-17:15677474;NetPath:15677474
946	P40763	Q07666	1	0	0	HPRD;NetPath	HPRD:11585385;NetPath:11585385
947	P40763	Q12778	1	1	0	NetPath;Wang	NetPath:19049975
948	P51692	O14512	1	1	0	NetPath;Wang	NetPath:15677474
949	P30101	P40763	1	1	0	HPRD;NetPath;Wang	HPRD:12060494;NetPath:16375900
950	P16473	P40763	1	0	0	HPRD;NetPath	HPRD:10809230;NetPath:10809230
951	P01100	P17275	1	0	0	HPRD;IntAct;Lit-BM-17;NetPath	HPRD:10764760;HPRD:1406655;HPRD:15867431;IntAct:16511568;IntAct:20102225;IntAct:20195357;Lit-BM-17:16511568;Lit-BM-17:20195357;Lit-BM-17:23661758;Lit-BM-17:24029232;Lit-BM-17:25609649;Lit-BM-17:26186194;Lit-BM-17:26496610;NetPath:18048365
952	P40189	P40763	1	0	1	BEL-Large-Corpus_ProtMapper;HPRD;NetPath;ProtMapper;Wang	HPRD:12361954;NetPath:12040451;NetPath:12361954;NetPath:8272872;ProtMapper:18060032
953	P40763	Q9UER7	1	0	0	HPRD;NetPath;Wang	HPRD:16331268;NetPath:16331268
954	P40763	Q13547	1	0	0	HPRD;InnateDB;NetPath;Wang	HPRD:15653507;InnateDB:15870198;NetPath:16285960
955	O43318	P40763	1	0	0	HPRD;NetPath;PhosphoPoint;Wang	HPRD:15764709;HPRD:3031469;NetPath:15764709
956	P27986	P40763	1	1	0	Lit-BM-17;NetPath;Wang	Lit-BM-17:25814554;NetPath:15021914
957	O00459	P40763	1	0	0	Lit-BM-17;NetPath	Lit-BM-17:25814554;NetPath:15021914
958	P01100	P40763	1	0	0	NetPath;Wang	NetPath:11356008
959	P05412	P40763	1	0	0	HPRD;NetPath;ProtMapper;Sparser_ProtMapper;Wang	HPRD:10490649;NetPath:11356008;ProtMapper:24662938
960	P20823	P40763	1	0	0	HPRD;NetPath;Wang	HPRD:11134330;NetPath:11134330
961	P01100	P20823	1	0	0	HPRD;NetPath;Wang	HPRD:11134330;NetPath:11134330
962	P17676	P19838	1	0	0	HPRD;InnateDB;NetPath;Wang	HPRD:1518839;InnateDB:19903813;NetPath:11160296
963	P03372	P42336	1	0	0	InnateDB;Wang	InnateDB:11029009
964	P03372	P19838	1	0	0	HPRD;InnateDB;IntAct	HPRD:7651415;InnateDB:7651415;IntAct:19350539;IntAct:7651415
965	P18847	P19838	1	0	0	HPRD;InnateDB	HPRD:7692236;InnateDB:7692236
966	P19838	P05412	1	1	0	InnateDB;Wang	InnateDB:7692236
967	O15379	P37231	1	0	1	HPRD;InnateDB;Wang	HPRD:12479814;InnateDB:17015477
968	O15264	P15336	1	1	0	ACSN;HPRD;InnateDB;KEGG-MEDICUS;PhosphoPoint;Wang	ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932;HPRD:9207191;InnateDB:10581204
969	P50750	P19838	1	0	0	HPRD;InnateDB;PhosphoPoint	HPRD:12173051;InnateDB:12173051
970	P19838	P52926	1	0	0	HPRD;InnateDB;Lit-BM-17	HPRD:12693954;InnateDB:12693954;Lit-BM-17:12693954
971	P52926	Q04206	1	0	0	HPRD;InnateDB	HPRD:12693954;InnateDB:12693954
972	P35222	P01106	1	1	0	ACSN;InnateDB;Wang	ACSN:11955436;ACSN:11967263;ACSN:12051714;ACSN:15576399;ACSN:15810077;ACSN:16039586;ACSN:16940750;ACSN:17143292;ACSN:17306568;ACSN:17666529;ACSN:19619488;ACSN:19623618;ACSN:19751508;ACSN:21151179;ACSN:21285352;ACSN:22270359;ACSN:22290435;ACSN:22761862;ACSN:22943793;ACSN:23343194;ACSN:7542250;ACSN:8666229;InnateDB:16574648
973	Q96T23	P19838	1	0	1	HPRD;InnateDB;Wang	HPRD:15242768;InnateDB:15242768
974	P19838	P35222	1	0	0	HPRD;InnateDB;IntAct;Lit-BM-17	HPRD:15829968;InnateDB:17704137;IntAct:19358846;IntAct:25241761;Lit-BM-17:15829968;Lit-BM-17:19358846;Lit-BM-17:25241761
975	P01100	P24385	1	1	0	InnateDB;Wang	InnateDB:17146436
976	P17948	P40763	1	0	0	HPRD;InnateDB;PhosphoPoint	HPRD:15703780;InnateDB:15703780
977	P14859	P51692	1	0	0	HPRD;InnateDB	HPRD:14645506;InnateDB:14645506
978	P17181	P40763	1	0	0	HPRD;InnateDB;Wang	HPRD:8626489;InnateDB:8626489
979	P01100	P42224	1	0	0	HPRD;InnateDB;Lit-BM-17	HPRD:12788789;InnateDB:12788789;Lit-BM-17:12788789;Lit-BM-17:25241761
980	P00519	P04637	1	0	0	ACSN;HPRD;InnateDB;PhosphoPoint	ACSN:15459660;ACSN:19788416;ACSN:21051857;ACSN:21199784;ACSN:21435002;HPRD:10629029;HPRD:10713716;InnateDB:17992189
981	O15524	Q04206	1	0	0	ACSN;HPRD;InnateDB	ACSN:14690596;HPRD:14690596;HPRD:17183367;InnateDB:14690596
982	P06454	P40763	1	0	0	HPRD;InnateDB	HPRD:15242774;InnateDB:15242774
983	P08069	P40763	1	0	0	HPRD;InnateDB;PhosphoPoint	HPRD:11463827;InnateDB:16382134
984	P18146	P10275	1	0	1	InnateDB;Wang	InnateDB:12890669;InnateDB:17011549
985	P10275	Q16665	1	0	0	HPRD;InnateDB	HPRD:17426252;InnateDB:17011549
986	O75582	P15336	1	1	0	HPRD;InnateDB;KEGG-MEDICUS;PhosphoPoint;ProtMapper;REACH_ProtMapper	HPRD:9873047;InnateDB:15192015;ProtMapper:15192015
987	P04150	Q7L5N1	1	0	0	HPRD;InnateDB	HPRD:12237292;InnateDB:12237292
988	P03372	Q14258	1	1	0	InnateDB;Wang	InnateDB:17418098
989	P03372	Q92993	1	0	0	HPRD;InnateDB;Lit-BM-17	HPRD:16260778;InnateDB:17418098;Lit-BM-17:11591700;Lit-BM-17:17418098;Lit-BM-17:22081016
990	Q13617	Q16665	1	0	0	ACSN;InnateDB	ACSN:10973499;ACSN:18985005;InnateDB:17439941
991	Q9UKB1	P10070	1	0	1	ACSN;HPRD;InnateDB;Wang	ACSN:12820959;ACSN:15071497;ACSN:15340381;ACSN:15688063;ACSN:16371461;ACSN:16611981;ACSN:16651270;ACSN:17053147;ACSN:18813803;ACSN:19797085;HPRD:16651270;InnateDB:16651270
992	P04637	Q99728	1	1	0	HPRD;InnateDB;Wang	HPRD:15782130;InnateDB:14636569
993	O00231	Q00653	1	0	0	HPRD;InnateDB	HPRD:12185077;InnateDB:12185077
994	P03372	P49815	1	0	0	HPRD;InnateDB	HPRD:15851513;InnateDB:15039427;InnateDB:15851513
995	P40763	Q14765	1	0	0	HPRD;InnateDB;Wang	HPRD:15522880;InnateDB:15522880
996	Q8N122	Q16665	1	0	0	ACSN;InnateDB	ACSN:16915281;InnateDB:17502379
997	P84022	Q16665	1	0	0	InnateDB;Wang	InnateDB:11486006;InnateDB:12228247
998	P16220	Q09472	1	0	0	InnateDB;Lit-BM-17;Wang	InnateDB:11313407;Lit-BM-17:10506141;Lit-BM-17:11313407;Lit-BM-17:12665587;Lit-BM-17:17476304;Lit-BM-17:21212407;Lit-BM-17:21268077;Lit-BM-17:22787115;Lit-BM-17:7870179
999	P19838	P23396	1	0	0	HPRD;InnateDB;IntAct	HPRD:18045535;InnateDB:18045535;IntAct:18045535
1000	P23396	Q04206	1	0	0	HPRD;InnateDB;IntAct	HPRD:18045535;InnateDB:18045535;IntAct:18045535;IntAct:26526615
1001	P09874	Q04206	1	0	0	HPRD;InnateDB	HPRD:11590148;InnateDB:16799643
1002	P01106	Q01850	1	0	0	InnateDB;Lit-BM-17	InnateDB:10465786;Lit-BM-17:10465786;Lit-BM-17:20383333
1003	P10914	Q04206	1	0	0	HPRD;InnateDB	HPRD:8746784;InnateDB:18216101;InnateDB:24396068
1004	P28360	P04637	1	1	0	HPRD;InnateDB;Wang	HPRD:15705871;InnateDB:15705871
1005	Q8IU81	P15336	1	0	1	InnateDB;Wang	InnateDB:18671972
1006	P15336	P16220	1	0	0	InnateDB;Wang	InnateDB:18641343
1007	P40763	Q16665	1	0	1	ACSN;HPRD;InnateDB;Wang	ACSN:10973499;ACSN:18985005;HPRD:18985005;InnateDB:15735682
1008	Q16665	Q9Y2N7	1	0	0	HPRD;InnateDB	HPRD:11734856;InnateDB:16126907
1009	P35222	Q16665	1	0	0	HPRD;InnateDB;ProtMapper;REACH_ProtMapper;Wang	HPRD:17220880;InnateDB:18593917;ProtMapper:23178880
1010	Q16665	P35222	1	0	0	HPRD;InnateDB;ProtMapper;REACH_ProtMapper;Wang	HPRD:17220880;InnateDB:18593917;ProtMapper:23178880
1011	Q13547	Q16665	1	0	0	HPRD;InnateDB	HPRD:16511565;InnateDB:17273746
1012	P03372	P08069	1	0	0	HPRD;InnateDB;PhosphoPoint;ProtMapper;REACH_ProtMapper;Wang	HPRD:10749889;HPRD:16113100;InnateDB:14764897;ProtMapper:24469035
1013	P08069	P03372	1	0	0	HPRD;InnateDB;PhosphoPoint;ProtMapper;REACH_ProtMapper;Wang	HPRD:10749889;HPRD:16113100;InnateDB:14764897;ProtMapper:24469035
1014	Q04206	Q8TBK2	1	0	0	InnateDB;Lit-BM-17	InnateDB:21131967;Lit-BM-17:21131967;Lit-BM-17:21515635
1015	P25490	P01106	1	1	0	ACSN;HPRD;InnateDB;Lit-BM-17;Wang	ACSN:18490439;ACSN:19219071;ACSN:2191300;HPRD:8266081;InnateDB:15805285;Lit-BM-17:8266081
1016	P15336	Q14686	1	0	0	HPRD;InnateDB;Lit-BM-17	HPRD:11302752;HPRD:14734562;InnateDB:14734562;Lit-BM-17:14734562
1017	Q07869	Q15648	1	0	0	HPRD;InnateDB	HPRD:9653119;InnateDB:10891484
1018	P19793	Q15648	1	0	0	HPRD;InnateDB;IntAct;Lit-BM-17;Wang	HPRD:9653119;InnateDB:10891484;IntAct:9653119;Lit-BM-17:11027271;Lit-BM-17:11438648
1019	P04637	Q03701	1	0	0	HPRD;InnateDB	HPRD:12534345;InnateDB:12534345
1020	P04637	P67809	1	0	0	HPRD;InnateDB	HPRD:11175333;HPRD:11973333;InnateDB:11175333
1021	P11308	Q01543	1	0	0	HPRD;InnateDB	HPRD:9681824;InnateDB:9681824
1022	P10276	Q09472	1	0	0	InnateDB;Wang	InnateDB:8616895
1023	Q04206	Q92993	1	0	0	InnateDB;Lit-BM-17	InnateDB:22249179;Lit-BM-17:22249179
1024	P37231	Q6STE5	1	0	0	HPRD;InnateDB;Lit-BM-17	HPRD:14701856;InnateDB:14701856;Lit-BM-17:14701856
1025	P10276	P12931	1	0	0	InnateDB;Lit-BM-17	InnateDB:15249124;Lit-BM-17:12612084;Lit-BM-17:17641689
1026	P04637	Q01094	1	0	0	HPRD;InnateDB;Wang	HPRD:11739724;InnateDB:22480684
1027	Q01094	P04637	1	1	0	ACSN;HPRD;InnateDB;Wang	ACSN:12625370;HPRD:11739724;InnateDB:22480684
1028	Q99933	P19838	1	0	1	InnateDB;Wang	InnateDB:21963853
1029	Q04206	Q9UBK2	1	0	0	InnateDB;Lit-BM-17	InnateDB:20211864;Lit-BM-17:17785586;Lit-BM-17:23174781
1030	P04637	Q04206	1	0	0	InnateDB;ProtMapper;Sparser_ProtMapper	InnateDB:15155458;ProtMapper:18477470
1031	P40763	P78347	1	0	0	HPRD;InnateDB	HPRD:9584171;InnateDB:9584171
1032	P04637	P55774	1	0	0	HPRD;InnateDB	HPRD:16169070;InnateDB:16169070
1033	O60885	Q04206	1	0	0	InnateDB;IntAct;Lit-BM-17	InnateDB:24761865;IntAct:19103749;IntAct:22645123;IntAct:23686307;Lit-BM-17:19103749;Lit-BM-17:22645123;Lit-BM-17:23686307
1034	P40763	Q96G01	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1035	P40763	Q13011	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1036	P05412	P52292	1	0	0	InnateDB;IntAct;Lit-BM-17	InnateDB:21988832;IntAct:21988832;Lit-BM-17:21988832;Lit-BM-17:25609649
1037	P25791	Q04206	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1038	P19793	P42224	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1039	P40763	Q06520	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1040	P40763	Q92665	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1041	O14874	P40763	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1042	P31146	P40763	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1043	P40763	Q9BVP2	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1044	P40763	Q9ULD0	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1045	P40763	Q8TE76	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1046	P19838	Q92887	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1047	P22736	P40763	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1048	P53779	Q04206	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1049	Q04206	Q14145	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21262351;Lit-BM-17:21988832
1050	P40763	P46781	1	0	0	InnateDB;Lit-BM-17	InnateDB:21988832;Lit-BM-17:21988832
1051	O95999	Q04206	1	1	0	InnateDB;Wang	InnateDB:22579587
1052	O00327	Q16665	1	0	0	HPRD;InnateDB;Lit-BM-17	HPRD:9576906;InnateDB:25416956;Lit-BM-17:9576906
1053	P18848	P53567	1	0	0	HPRD;HuRI;InnateDB;IntAct	HPRD:1371974;InnateDB:25416956;IntAct:20102225;IntAct:25416956
1054	P18848	Q92805	1	0	0	HuRI;InnateDB;IntAct	InnateDB:25416956;IntAct:25416956
1055	P18848	Q13227	1	0	0	HPRD;HuRI;InnateDB;IntAct	HPRD:16189514;InnateDB:25416956;IntAct:16189514;IntAct:25416956
1056	P18848	Q13515	1	0	0	HuRI;InnateDB;IntAct	InnateDB:25416956;IntAct:25416956;IntAct:25910212;IntAct:31515488
1057	O14777	P18848	1	0	0	HuRI;InnateDB;IntAct	InnateDB:25416956;IntAct:25416956;IntAct:31515488
1058	O95751	P18848	1	0	0	HPRD;InnateDB;IntAct	HPRD:16189514;InnateDB:25416956;IntAct:16189514;IntAct:25416956;IntAct:31515488
1059	P18848	Q9BWC9	1	0	0	HPRD;HuRI;InnateDB;IntAct	HPRD:16169070;InnateDB:25416956;IntAct:16169070;IntAct:25416956;IntAct:31515488
1060	Q96RU7	P18848	1	0	0	HPRD;HuRI;InnateDB;IntAct;Lit-BM-17;PhosphoPoint	HPRD:12743605;InnateDB:25416956;IntAct:12743605;IntAct:25416956;IntAct:25910212;Lit-BM-17:12743605;Lit-BM-17:18276110
1061	P18848	Q96CN9	1	0	0	HuRI;InnateDB;IntAct	InnateDB:25416956;IntAct:25416956
1062	P51451	P40763	1	0	0	HuRI;InnateDB;IntAct;NCI-PID_ProtMapper;ProtMapper	InnateDB:25416956;IntAct:25416956;IntAct:31515488;ProtMapper:10815799;ProtMapper:11404481;ProtMapper:9344858;ProtMapper:9484840
1063	O60244	P04150	1	1	0	HPRD;KEGG-MEDICUS;Lit-BM-17;Wang	HPRD:10508170;Lit-BM-17:10508170
1064	Q9UBK2	Q07869	1	1	0	HPRD;KEGG;Lit-BM-17;Wang	HPRD:10669761;Lit-BM-17:10669761;Lit-BM-17:21775429
1065	Q9H422	P04637	1	1	0	KEGG;Lit-BM-17	Lit-BM-17:10961991;Lit-BM-17:23602568
1066	P01100	Q13950	1	0	0	HPRD;KEGG;Lit-BM-17	HPRD:11641401;Lit-BM-17:11274169;Lit-BM-17:11641401
1067	P04637	Q99973	1	0	0	HPRD;KEGG	HPRD:10597287
1068	O75528	P04637	1	1	0	HPRD;KEGG	HPRD:11707411
1069	Q15759	P05412	1	1	0	HPRD;KEGG-MEDICUS;PhosphoPoint;Wang	HPRD:9235954
1070	Q5VWK5	P40763	1	1	0	HPRD;KEGG;Wang	HPRD:12023369
1071	P04637	P42773	1	1	0	HPRD;KEGG	HPRD:16169070
1072	P01100	P29323	1	0	0	ACSN;HPRD;KEGG;PhosphoPoint	ACSN:11274345;ACSN:12738796;ACSN:16393692;ACSN:17439715;ACSN:18039929;ACSN:8545107;HPRD:12972619;HPRD:7816602
1073	P29323	P01100	1	0	0	ACSN;HPRD;KEGG;PhosphoPoint	ACSN:11274345;ACSN:12738796;ACSN:16393692;ACSN:17439715;ACSN:18039929;ACSN:8545107;HPRD:12972619;HPRD:7816602
1074	Q13287	P51692	1	0	0	HPRD;IntAct;Lit-BM-17;NetPath;SPIKE;Wang	HPRD:9989503;IntAct:9989503;Lit-BM-17:9989503;NetPath:9989503;SPIKE:17085014;SPIKE:17145710;SPIKE:9989503
1075	Q9UMX1	P10070	1	0	0	HPRD;NetPath;SPIKE;Wang	HPRD:10564661;NetPath:10564661;SPIKE:10564661
1076	P42224	P04637	1	0	0	InnateDB;SPIKE	InnateDB:14602726;InnateDB:15217838;InnateDB:17346710;InnateDB:17992189;SPIKE:14602726
1077	P05019	P03372	1	0	0	SignaLink3;Wang	SignaLink3:10749889;SignaLink3:23331499
1078	Q16236	P05412	1	0	0	BioGRID;HPRD;InnateDB;NRF2ome	BioGRID:20194533;HPRD:12805554;InnateDB:19666106;NRF2ome:9872330
1079	Q16236	Q05655	1	0	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NRF2ome;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD:12198130;KEA:12198130;NRF2ome:19920073;ProtMapper:12198130;ProtMapper:22078747;ProtMapper:23275004;ProtMapper:23434765;ProtMapper:28638475;ProtMapper:28819452;ProtMapper:29710809;iPTMnet:12198130
1080	P25490	Q16236	1	0	0	InnateDB;NRF2ome	InnateDB:20309604;NRF2ome:20309604
1081	P19838	Q09472	1	0	0	BioGRID;Macrophage;Wang	BioGRID:11739381;Macrophage:12456660;Macrophage:16135789;Macrophage:16382138
1082	Q00653	Q14164	1	0	0	InnateDB;Macrophage	InnateDB:17003035;Macrophage:17003035
1083	Q04864	P19838	1	0	0	CancerCellMap;HPRD;InnateDB;Macrophage;NetPath;Wang	CancerCellMap:15143182;HPRD:15143182;HPRD:17962807;InnateDB:15818410;InnateDB:9315679;Macrophage:10497169;Macrophage:14668329;Macrophage:15145317;Macrophage:15371334;Macrophage:16285893;Macrophage:16513645;Macrophage:17072323;Macrophage:17072327;Macrophage:7867065;Macrophage:9597130;NetPath:14743216
1084	Q01201	P19838	1	0	0	CancerCellMap;HPRD;InnateDB;IntAct;Lit-BM-17;Macrophage;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;HPRD:17962807;InnateDB:18321863;InnateDB:7925301;InnateDB:9315679;IntAct:14743216;IntAct:21988832;Lit-BM-17:14743216;Lit-BM-17:17962807;Lit-BM-17:21988832;Lit-BM-17:22808155;Lit-BM-17:25609649;Macrophage:12505990;Macrophage:15145317;Macrophage:15214841;Macrophage:15371334;Macrophage:17072323;Macrophage:17561400;Macrophage:7410453354;Macrophage:9135156;NetPath:12709443;NetPath:14743216
1085	P19838	P15336	1	0	0	InnateDB;Macrophage	InnateDB:7692236;Macrophage:17012236
1086	Q04206	P15336	1	0	0	InnateDB;Macrophage	InnateDB:7692236;Macrophage:17012236
1087	Q9Y618	Q04206	1	0	0	CancerCellMap;HPRD;InnateDB;Lit-BM-17;Macrophage;Wang	CancerCellMap:12589049;HPRD:10777532;HPRD:12589049;InnateDB:12589049;Lit-BM-17:10777532;Lit-BM-17:12589049;Lit-BM-17:16382138;Macrophage:16382138
